"Region","year","births_count","doctors_per_capita","IMR_all","LOS","pc_beds","pc_cancer","pc_diabetes","pc_digestive","pc_genitourinary","pc_injury","pc_TB","pop","pop_m","pop_f","urban_percent","hosp_count","pc_hosp"
"Andijan",2013,64239,2.33,11.7841186817977,7.8,4.63878600453091,0.675320939264267,0.523571505627675,62.7494695961739,30.0262504944442,30.7814017044842,0.486173540939983,2780.9,1402.2,1378.7,0.522816354417635,123,44.2302851594807
"Andijan",2014,67905,2.34,12.3702231058096,7.1,4.34414070777707,0.665042028678392,0.587695133149679,58.7341950978315,29.0668927032563,30.9387582114855,0.420993148265876,2831.4,1428.5,1402.9,0.521402839584658,117,41.3223140495868
"Andijan",2015,69562,2.33,14.1744055662574,6.8,4.09168140365477,0.636637886195777,0.64045216547037,59.5721072159229,31.5891674468602,33.1842296889629,0.440029127223551,2883.9,1455.5,1428.4,0.520128991990014,125,43.3440826658345
"Andijan",2016,68784,2.28,14.3056524773203,7,4.1205516771667,0.609909756512855,0.591179976162098,56.1212327600885,31.9768431806572,32.2492763493955,0.462795845394177,2936.5,1482.7,1453.8,0.518065724501958,136,46.31363868551
"Andijan",2017,67368,2.27,15.7196294976844,6.8,4.2181379933715,0.564092263399284,0.822871681564059,61.0960463325634,33.945967660942,37.1263097988015,0.438887215024606,2987.1,1508.7,1478.4,0.519467041612266,136,45.5291084998828
"Andijan",2018,72387,2.39,14.436293809662,7.5,4.7708353897279,0.599480143454085,1.04793867008851,59.2241634586911,32.2771690849867,38.1666831178232,0.408975750995295,3039.3,1536.8,1502.5,0.518540453393874,139,45.7342151153226
"Andijan",2019,77603,2.44,12.0613893792766,6.2,4.48777967907532,0.645400832983566,1.09869886675492,24.5375004035773,35.6116617699286,37.6779775933878,0.408743098828011,3097.3,1567.9,1529.4,0.517773544700223,149,48.1064152649081
"Andijan",2020,81425,2.44,12.7110838194658,4.4,4.97165838056937,0.633965610057317,1.13461477564204,103.929826783622,42.7499287501187,34.4532759112068,0.299566167389721,3157.9,1598.8,1559.1,0.517400804331993,154,48.7665853890243
"Andijan",2021,84664,NA,NA,6.6,4.43989071038251,0.651080476900149,1.25403626428217,107.302533532042,42.2876304023845,34.2771982116244,0.338114754098361,3220.8,1630.8,1590,0.51723174366617,157,48.74565325385
"Andijan",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aral",2000,1474,2.61,23,15.9,5.99,1.944,0.585,45.906,43.129,37.164,2.895,68.4,34.4,34.1,63.2,6,87.719298245614
"Aral",2001,1489,2.56,25,15.7,6.4,1.953,0.685,47.945,40.714,40.131,3.12,68.6,34.3,34.4,62.9,6,87.463556851312
"Aral",2002,1673,2.53,24.7,15.2,6.51,1.983,0.423,90.496,67.828,54.359,3.644,68.6,34.6,34.5,62.4,7,102.040816326531
"Aral",2003,1615,2.48,22.4,14.6,6.56,2.075,0.276,79.579,55.646,55.007,3.295,68.9,34.8,34.6,62.2,9,130.624092888244
"Aral",2004,1761,2.43,18.1,14,6.8,1.705,0.332,81.994,45.751,57.847,3.165,69.2,35.2,34.9,61.8,9,130.057803468208
"Aral",2005,1558,2.17,17.3,14.5,6.99,1.258,0.383,82.26,63.789,53.368,3.054,70.4,35.6,35.2,61.8,9,127.840909090909
"Aral",2006,1737,2.17,22.2,14.5,7.05,1.413,0.6,68.971,57.191,51.852,2.355,70.7,35.8,36.1,61.3,9,127.298444130127
"Aral",2007,1687,2.23,17.3,14.4,6.88,1.64,0.403,31.715,39.39,62.443,1.877,71,36.3,35.9,61.1,9,126.760563380282
"Aral",2008,2025,1.98,24.1,13.6,6.78,1.466,0.55,102.32,59.618,48.583,1.8,73.2,36.1,36.2,60.2,10,136.612021857923
"Aral",2009,1910,1.95,23.9,13.1,6.45,1.135,0.486,75.025,49.075,23.747,1.415,74.3,37.4,36.8,40.4,10,134.589502018843
"Aral",2010,1872,0.97,21.4,13.1,6.64,1.232,0.332,59.708,26.751,16.305,1.373,72.3,36.6,35.8,42.1,8,110.650069156293
"Aral",2011,1824,1.94,21.9,12.9,6.18,1.019,0.503,56.996,27.01,12.37,1.12,73.6,37.3,36.3,42.1,6,81.5217391304348
"Aral",2012,1746,2.15,6,12.8,5.41,1.311,0.281,65.593,26.636,13.325,1.159,74.7,37.9,36.8,42.1,3,40.1606425702811
"Aral",2013,1650,1.84,7.3,8.1,5.37,1.444,2.689,63.219,36.318,49.285,1.053,75.4,38.2,37.2,42,4,53.0503978779841
"Aral",2014,1695,1.71,8.3,10.1,4.83,1.439,0.46,115.843,61.223,50.462,0.954,76,32.8,32.3,0,4,52.6315789473684
"Aral",2015,1786,1.8,10.7,10.3,4.42,1.265,0.756,89.157,45.328,44.781,0.847,76.6,39.1,37.9,41.7,4,52.2193211488251
"Aral",2016,1720,2,7.6,9.9,3.81,1.201,0.886,56.85,42.091,43.958,0.666,77.4,35.4,42,0,3,38.7596899224806
"Aral",2017,1710,2.46,7,9.3,3.41,1.23,1.124,62.899,47.765,48.604,0.581,78.2,39.8,38.4,0,3,38.3631713554987
"Aral",2018,1755,2.08,8.7,8.7,3.42,1.537,1.137,57.877,39.912,32.735,0.669,79.2,40.3,38.8,0,3,37.8787878787879
"Arys",2000,1462,1.91,17.1,12.8,3.92,2.113,1.0114,18.828,15.077,7.244,1.865,60.6,29.83,29.83,57.64,6,99.009900990099
"Arys",2001,1518,1.93,13.96,11.8,4.19,2.244,1.0435,23.068,34.903,21.705,1.932,61.6,30.5,30.7,57.95,6,97.4025974025974
"Arys",2002,1387,2.05,16.95,11.7,4.23,2.35,1.0505,43.063,43.484,23.047,1.572,61.7,30.4,31.22,58.25,6,97.2447325769854
"Arys",2003,1464,1.96,12.8,11.8,4.18,2.411,1.0676,30.566,38.203,15.13,2.443,61.8,30.8,31.31,58.4,6,97.0873786407767
"Arys",2004,1648,2,14.6,10.7,5.32,2.751,1.089,29.92,34.336,18.192,1.143,62.5,31.2,31.68,58.75,7,112
"Arys",2005,1524,1.9,9.8,10.6,4.18,2.912,1.098,31.106,39.48,18.057,1.144,63.3,33.3,30.7,59.1,7,110.584518167457
"Arys",2006,1855,1.95,18.5,9.8,5.22,1.958,1.046,31.172,50.344,32.187,1.07,64,31.9,31.3,59.2,7,109.375
"Arys",2007,1596,1.76,22.7,9.3,6.38,3.421,0.995,54.659,48.715,25.48,1.053,64.6,13.6,13.3,58.3,5,77.3993808049536
"Arys",2008,2199,1.882,25.9,9.2,4.78,3.634,0.984,66.427,72.87,27.069,1.685,65.5,32.8,33,58.7,7,106.870229007634
"Arys",2009,1996,1.75,14.4,9.1,4.87,3.74,0.82,65.96,52.327,29.774,1.16,65.9,32.9,33,38.8,7,106.221547799696
"Arys",2010,2098,2.32,16.6,9.1,4.73,3.183,0.737,65.549,49.467,20.799,0.893,63.8,32.1,32.4,38.6,7,109.717868338558
"Arys",2011,1619,2.56,18.3,9.8,4.46,3.855,0.777,69.577,79.514,19.279,0.925,66.4,33.4,32.7,38.4,5,75.3012048192771
"Arys",2012,2288,2.46,15.6,9.2,4.38,3.78,0.791,75.733,77.62,19.671,0.753,66.8,34.1,33.2,61.5,5,74.8502994011976
"Arys",2013,1259,2.55,17.9,8.9,4.18,4.233,0.794,75.324,77.124,20.177,0.838,67.8,37,35.6,61.3,5,73.7463126843658
"Arys",2014,2193,2.59,15.1,8.4,4.11,4.823,9.528,73.039,70.898,19.779,0.678,72.4,37.2,35.7,58.3,5,69.060773480663
"Arys",2015,2253,2.16,13.9,10,3.89,4.416,9.922,97.937,60.416,23.442,0.552,73.3,37.2,35.7,58.3,5,68.212824010914
"Arys",2016,2225,2.03,8.2,9.9,3.87,4.402,10.739,80.797,81.649,31.107,0.477,73.9,37.8,36.3,58.4,6,81.190798376184
"Arys",2017,2031,2.09,11.2,7.2,2.86,4.951,10.997,100.646,114.246,20.291,0.568,74.1,37.9,36.3,59.3,4,53.9811066126856
"Arys",2018,2097,1.94,7.5,7.5,3.34,5.145,13.532,64.392,79.76,12.587,0.446,74,38.1,36.1,59.8,2,27.027027027027
"Baydibek",2000,1208,1.37,19.4,13.1,5.13,1.843,0.323,19.746,20.058,7.339,1.637,51.3,25.7,25.7,0,9,175.438596491228
"Baydibek",2001,1195,1.26,19.45,11.9,5.13,2.007,0.3535,21.109,18.249,9.339,1.615,52,25.84,25.3,0,10,192.307692307692
"Baydibek",2002,1111,1.39,15.95,11.2,5.32,1.942,0.3368,22.173,21.73,9.961,1.5,52,26.1,25.6,0,10,192.307692307692
"Baydibek",2003,1229,1.35,13.1,11.2,5.25,2.168,0.3553,23.58,14.337,8.195,1.727,52.1,26.4,26,0,10,191.938579654511
"Baydibek",2004,1307,1.32,11.1,9.8,5.2,2.476,0.3695,32.632,21.307,15.985,1.145,52.8,26.76,26.41,0,10,189.393939393939
"Baydibek",2005,1247,1.32,7.8,10.1,5.25,2.5,0.388,22.093,20.47,10.635,1.603,53.5,23.3,25.3,NA,10,186.915887850467
"Baydibek",2006,1578,1.33,19.1,9.8,5.03,2.728,0.386,26.132,28.839,2.707,1.13,54.3,27.4,27.1,NA,10,184.162062615101
"Baydibek",2007,821,1.27,18.9,10.1,4.99,2.651,0.3785,20.71,18.761,3.005,1.257,54.9,27.8,27.3,NA,9,163.934426229508
"Baydibek",2008,1896,1.423,16.9,9.4,4.95,2.531,0.369,23.309,13.671,14.683,1.273,55.3,28,27.4,0,9,162.748643761302
"Baydibek",2009,1442,1.66,7.9,9,4.92,2.748,0.246,40.107,14.39,24.426,1.085,55.5,28,27.5,0,9,162.162162162162
"Baydibek",2010,1345,2.25,15.2,5.8,4.88,2.992,0.523,39.869,23.271,22.542,1.089,53.5,27.3,26.4,NA,9,168.224299065421
"Baydibek",2011,749,2.65,16.4,9.3,4.8,3.626,0.509,44.075,20.916,14.467,0.972,53.8,27.5,26.5,NA,9,167.28624535316
"Baydibek",2012,1341,2.48,13,9.3,5.34,2.825,0.519,46.839,21.959,14.898,0.781,54.1,27.6,26.4,NA,9,166.358595194085
"Baydibek",2013,537,2.5,13,11,5.1,3.149,0.515,47.053,22.081,15.23,0.795,54.3,27.9,26.8,NA,9,165.745856353591
"Baydibek",2014,1293,2.63,11.4,10.1,4.74,3.61,6.998,51.327,20.128,17.877,0.755,54.6,27.9,26.8,NA,9,164.835164835165
"Baydibek",2015,1276,2.2,12.8,10.1,4.63,4.616,7.138,59.621,25.658,9.613,0.549,55,27.9,26.7,NA,9,163.636363636364
"Baydibek",2016,1176,2.23,7.6,10,4.64,4.015,7.401,50.321,16.894,10.629,0.4,55.2,28.1,27,NA,9,163.04347826087
"Baydibek",2017,1106,2.16,5.2,7.8,3.68,4.48,7.727,73.702,24.167,6.572,0.398,54.6,27.9,26.7,NA,8,146.520146520147
"Baydibek",2018,1195,2.13,14.6,7.8,3.75,4.667,10.041,53.313,24.564,2.864,0.428,53.7,27.6,26.3,NA,1,18.6219739292365
"Bukhara",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181.1,584.5,596.6,NA,103,87.2068410803488
"Bukhara",1991,NA,NA,NA,NA,11.9696219250454,1.06323262341093,0.510979032524352,51.5106488360574,25.0949314842331,NA,NA,1211.4,600,611.4,NA,66,54.4824170381377
"Bukhara",1992,NA,NA,NA,14.3,9.49621760824079,0.70738773539353,0.40721068726863,35.6510542411074,19.233864477708,NA,NA,1242.6,615.9,626.7,NA,59,47.4810880412039
"Bukhara",1993,NA,NA,NA,13.3,8.33595470273671,0.666089965397924,0.349166404529726,42.3089021704939,20.2893991821327,NA,NA,1271.6,631.1,640.5,NA,58,45.611827618748
"Bukhara",1994,NA,NA,NA,12.9,7.47130863436802,0.638527304937226,0.362782099668798,66.8566587075406,18.5627358853886,51.6059462373874,NA,1298.3,644.9,653.4,NA,57,43.9035662019564
"Bukhara",1995,NA,NA,NA,13.2,6.95336709243443,0.619000831380848,0.562315773562089,38.6214193938478,20.6333610460283,51.2432922681581,NA,1323.1,657.6,665.5,NA,54,40.8132416295065
"Bukhara",1996,NA,NA,NA,13,6.45927685797015,0.74690028955379,0.712005345608434,72.0172247382879,20.3430098745267,37.7904818472047,NA,1346.9,669.7,677.2,NA,50,37.1222807929319
"Bukhara",1997,NA,NA,NA,12.2,5.69509345794393,0.641793224299065,0.286945093457944,71.9918224299065,25.7739485981308,40.5957943925234,NA,1369.6,681.1,688.5,NA,40,29.2056074766355
"Bukhara",1998,NA,NA,NA,11.6,5.10497555363819,0.678027034800115,0.268190969226345,77.5093471383376,22.2893298820823,36.0224331320104,NA,1390.8,691.6,699.2,NA,40,28.7604256542997
"Bukhara",1999,NA,NA,NA,11.1,4.89326998085242,0.671583575632934,0.36664066378271,80.6325792496986,20.2822494858521,30.7070420537551,NA,1410.1,701.3,708.8,NA,40,28.3667824976952
"Bukhara",2000,28618,NA,18.9740722622126,10.6,4.97024851242562,0.618130906545327,0.405320266013301,83.7241862093105,21.5610780539027,34.7217360868043,0.630031501575079,1428.5,710.5,718,NA,45,31.5015750787539
"Bukhara",2001,29354,NA,17.9532602030388,9.7,4.83792936623125,0.66417858870689,0.463750086391596,97.8643997511922,20.7339829981339,41.8826456562306,0.641371207408943,1446.9,719.6,727.3,NA,47,32.4832400304098
"Bukhara",2002,29486,3.33,15.0240792240385,9.5,4.7098976109215,0.637542662116041,0.488054607508532,95.6996587030717,20.3412969283276,41.8430034129693,0.668259385665529,1465,728.6,736.4,NA,49,33.4470989761092
"Bukhara",2003,28006,3.56,15.068199671499,9.5,4.65587044534413,0.663292847503374,0.57557354925776,113.427800269906,24.6288798920378,49.1902834008097,0.624831309041835,1482,737.1,744.9,NA,50,33.7381916329285
"Bukhara",2004,29134,3.45,13.8669595661427,9.4,4.67009140036026,0.683167656281273,0.597104543331777,131.362999532991,21.6825672159584,56.8416839015278,0.61511775301888,1498.9,745.6,753.3,NA,55,36.6935752885449
"Bukhara",2005,30119,3.5,11.9193864338125,9.1,4.74714841432056,0.71273158831674,0.57691039757368,140.172743456188,21.8236961825015,53.9328805960309,0.683061910727237,1516.7,754.5,762.2,NA,68,44.8341794685831
"Bukhara",2006,30620,3,13.1939908556499,8.5,4.62390100944318,0.655812438944969,0.62455226310648,128.817974601107,20.3191142950179,69.2282644089873,0.576359492022143,1535.5,763.9,771.6,NA,62,40.3777271247151
"Bukhara",2007,32584,3.1,13.0739013012521,8.5,4.69272306505528,0.677552069940859,0.637696065826691,130.946258678323,22.24222165081,44.098740035999,0.514913859604011,1555.6,774.1,781.5,NA,65,41.7845204422731
"Bukhara",2008,33756,3.1,13.0050953904491,8.3,4.69096671949287,0.663074484944532,0.751188589540412,132.044374009509,23.581616481775,45.5784469096672,0.476703645007924,1577.5,785.1,792.4,NA,65,41.2044374009509
"Bukhara",2009,34858,3.2,12.6513282460267,8,4.49803211095146,0.690322983694634,0.6378459424002,79.9650153058037,25.1764852876866,52.3520959580184,0.489785718748048,1600.7,796.8,803.9,NA,69,43.1061410632848
"Bukhara",2010,34597,3.2,11.2726536982975,6.1,4.42907414148768,0.698337580390729,0.617036767382599,59.2767867977187,24.8149496420337,47.0816648464992,0.450794806455527,1648.2,820.2,828,NA,72,43.6840189297415
"Bukhara",2011,32948,2.97,10.3192910040063,8.1,4.36423684831328,0.698277895730125,0.644019815994338,44.9988204765275,23.5904694503421,45.4116536919085,0.369190846897853,1695.6,843.6,852,0.379983486671385,77,45.4116536919085
"Bukhara",2012,34257,2.95,10.5088011209388,7.8,4.30608088449229,0.717486179807972,0.640675007273785,35.1469304626127,20.6575501891184,51.440209485016,0.374745417515275,1718.5,855.6,862.9,0.377422170497527,79,45.9703229560663
"Bukhara",2013,36743,2.92,9.63448820183436,7.4,4.13057196947966,0.725718547415524,0.769892719866904,36.486719063737,22.6607767770065,53.2384831621823,0.388388503241352,1743.1,868.8,874.3,0.382708966783317,73,41.8794102461132
"Bukhara",2014,38291,2.89,10.1068136115536,7.2,4.00926082782766,0.717714156643515,0.834603873736518,43.1419052459201,26.483708848608,63.3576147721498,0.376644643966345,1770.9,883.6,887.3,0.379976283245807,73,41.221977525552
"Bukhara",2015,39352,2.9,9.98678593210002,6.8,3.94378714658668,0.775426317835916,1.15091929122924,41.2153529967228,25.88457479309,60.9898350274954,0.395489640615453,1800.3,899.1,901.2,0.376826084541465,72,39.9933344442593
"Bukhara",2016,38297,2.87,9.55688435125467,6.6,3.88105389745272,0.782770307204548,0.995408330600197,38.4825625888269,24.2155898108669,65.5406144090959,0.422542910243796,1829.4,914.3,915.1,0.374439707007762,75,40.9970482125287
"Bukhara",2017,37228,2.89,9.53583324379499,6.6,3.82357692929075,0.775486025095589,1.20200333889816,37.7510905272228,20.841186924444,66.454844094997,0.554687920728095,1856.9,928.7,928.2,0.37266411761538,79,42.544024987883
"Bukhara",2018,40338,3.06,7.23883187069265,6.5,4.41489361702128,0.787234042553192,1.21276595744681,28.0851063829787,16.0106382978723,78.6702127659574,0.455851063829787,1880,940.5,939.5,0.371595744680851,81,43.0851063829787
"Bukhara",2019,41141,3.09,7.70520891568022,6.5,3.87556300408505,0.814391955588143,1.25327327956426,20.6871268461297,11.9409238504242,42.8930554100765,0.444642296009218,1909.4,955.9,953.5,0.367340525819629,82,42.9454278831046
"Bukhara",2020,41555,3.1,7.45999278065215,3.3,3.92663394471713,0.818393180056833,1.08602428313097,94.0325497287523,17.2565228623095,40.7129940583828,0.269181090157582,1935.5,969.3,966.2,0.36657194523379,89,45.9829501420821
"Bukhara",2021,43173,NA,NA,9.1,4.33231396534149,0.883282364933741,1.1131498470948,95.2599388379205,21.6615698267074,47.1967380224261,0.311416921508665,1962,982.8,979.2,0.364627930682977,90,45.8715596330275
"Bukhara",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fergana",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2195.5,1080.2,1115.3,NA,124,56.4791619221134
"Fergana",1991,NA,NA,NA,NA,11.8171683389075,0.672909698996656,0.311705685618729,21.7614269788183,13.3779264214047,NA,NA,2242.5,1105.3,1137.2,NA,125,55.7413600891862
"Fergana",1992,NA,NA,NA,13.8,11.3567139500479,0.697067270037421,0.338090679662344,19.4500043512314,14.0979897310939,NA,NA,2298.2,1134.6,1163.6,NA,123,53.520146201375
"Fergana",1993,NA,NA,NA,13.7,9.46519524617997,0.699066213921901,0.368845500848896,23.6842105263158,16.1290322580645,NA,NA,2356,1164.9,1191.1,NA,126,53.4804753820034
"Fergana",1994,NA,NA,NA,13.8,9.04789574167843,0.645388893500456,0.256495393043911,24.8194571262555,15.5225367311364,38.9723582634681,NA,2409.4,1193.2,1216.2,NA,127,52.7102183116128
"Fergana",1995,NA,NA,NA,14,8.49558961017845,0.683305556684688,0.289825616844844,22.031624730702,20.6495670907687,37.5188000487785,NA,2460.1,1220.1,1240,NA,128,52.0304052680785
"Fergana",1996,NA,NA,NA,13.8,8.1983523699606,0.752974887571139,0.655470211326462,23.5603136068771,20.2570939626696,25.1920245154615,NA,2512.7,1247.7,1265,NA,128,50.9412186094639
"Fergana",1997,NA,NA,NA,13.5,7.6505718412116,0.872399391076935,0.318513603185136,30.6413208946485,24.0446543580936,31.22682384168,NA,2561.9,1273.4,1288.5,NA,132,51.524259338772
"Fergana",1998,NA,NA,NA,13.1,6.52190593109798,0.871249904089619,0.303844088084094,27.6989181308985,21.8292027929103,23.8241387247756,NA,2606.6,1296.5,1310.1,NA,116,44.5024169416098
"Fergana",1999,NA,NA,NA,12.8,6.38748204701791,0.915035150049134,0.354524151485373,26.1546602161917,23.2065915791065,22.8286340615315,NA,2645.8,1317.1,1328.7,NA,122,46.110817144153
"Fergana",2000,53168,NA,19.560637977731,12.6,6.1917195076464,0.880641551659828,0.416635583737411,25.2517717269676,25.5874673629243,26.408056695263,0.553524804177546,2681,1335.8,1345.2,NA,126,46.9973890339426
"Fergana",2001,51207,NA,20.0167945788662,11.9,6.0436320754717,0.925339033018868,0.460642688679245,29.7759433962264,26.5698702830189,25.5748820754717,0.610996462264151,2713.6,1352.9,1360.7,NA,126,46.4327830188679
"Fergana",2002,55255,2.46,17.8264410460592,11.6,6.04141645740074,0.825781562761582,0.449830767551043,32.8638497652582,32.5726971649016,22.2003857771955,0.707500818866689,2747.7,1371,1376.7,NA,131,47.6762383084034
"Fergana",2003,52495,2.43,20.1923992761215,11.6,5.89419206440483,0.695802185163887,0.512507188039103,29.8303622771708,25.8410005750431,32.7415181138585,0.6997556066705,2782.4,1389.3,1393.1,NA,138,49.5974698102358
"Fergana",2004,59889,2.36,19.6029320910351,10.2,4.75160455303003,0.614871813056275,0.564873586043048,33.0839331938584,31.240026949399,30.38899329811,0.667352221552427,2820.1,1408.9,1411.2,NA,126,44.6792666926705
"Fergana",2005,56701,2.3,19.488192448105,9.6,4.58057974055037,0.630441623833001,0.48917794328473,32.099024441414,31.4346655477464,28.9170950033218,0.6689045071506,2859.9,1429.7,1430.2,NA,113,39.5118710444421
"Fergana",2006,59264,2.2,19.1347192224622,9,4.69030211063595,0.640778038350117,0.544212994895848,36.6257414815837,37.0395916678163,29.6592633466685,0.625258656366395,2899.6,1450.4,1449.2,NA,121,41.7298937784522
"Fergana",2007,69839,2.2,16.5809934277409,8.5,4.68384074941452,0.658792383667651,0.436140243695482,35.400332620575,37.9798391202525,33.3638801208295,0.566133794929233,2946.3,1474.5,1471.8,NA,151,51.2507212435937
"Fergana",2008,67332,2.2,15.0894077110438,8.5,4.6044509692703,0.691001301257883,0.599579593607154,37.4361883153715,38.1702312235161,28.1939207900971,0.547862934169697,2997.1,1500.5,1496.6,NA,157,52.3839711721331
"Fergana",2009,69109,2.4,14.9329320349014,8.4,4.59257315312951,0.690198136727464,0.33263351266238,36.1173074399685,37.9215326072694,29.1300354284215,0.537003017976644,3048.4,1526.9,1521.5,NA,157,51.5024275029524
"Fergana",2010,70622,2.2,14.0324544759423,6.3,4.44176528443161,0.664361178971414,0.362003870681176,37.6598242330023,39.436530346775,32.9959706843491,0.494622291316349,3151.9,1580.1,1571.8,NA,157,49.8112249754117
"Fergana",2011,67746,2.12,12.783042541257,8.2,4.36251920122888,0.662672811059908,0.460522273425499,39.3241167434716,35.2995391705069,28.5099846390169,0.429185867895545,3255,1633.2,1621.8,0.569093701996928,164,50.384024577573
"Fergana",2012,66989,2.07,12.121393064533,8.1,4.08447295171245,0.650187583202227,0.472286094638751,53.5519787002299,36.7300012102142,28.1072249788213,0.434769454193392,3305.2,1659.2,1646,0.568498124167978,152,45.9881399007624
"Fergana",2013,73671,2.06,9.80032848746454,7.8,3.96057294303326,0.636967332717906,0.583663381078586,49.4327149280843,34.4242279860635,27.3368869301093,0.408862154194336,3358.1,1686.6,1671.5,0.568386885441172,148,44.0725410202198
